number,id,name,speed,positionX,positionY,timestamp,in,out,left_id,front_id,right_id,back_id,left_distance,front_distance,right_distance,back_distance
314,3,Motorcycle,2km/h,1283,445,1688952392198,,
315,4,Car_7,2km/h,1533,240,1688952392198,,
316,5,Car_7,4km/h,1535,227,1688952392198,,
317,6,Car_7,2km/h,1574,315,1688952392198,,
318,7,Car_7,2km/h,1659,300,1688952392198,,
319,8,Motorcycle,1km/h,1582,388,1688952392198,,
320,9,Car_7,5km/h,167,227,1688952392198,,
321,10,Car_7,3km/h,1323,335,1688952392198,,
322,11,Car_7,2km/h,1471,404,1688952392198,,
323,13,Motorcycle,0km/h,1530,436,1688952392198,,
324,14,Motorcycle,3km/h,1028,521,1688952392198,,
325,15,Motorcycle,4km/h,954,481,1688952392198,,
326,16,Motorcycle,8km/h,746,933,1688952392198,,
327,17,Motorcycle,1km/h,1151,430,1688952392198,,
328,18,Motorcycle,1km/h,1362,581,1688952392198,,
329,19,Motorcycle,1km/h,1049,789,1688952392198,,
330,20,Car_more_7,0km/h,1293,339,1688952392198,,
331,21,Motorcycle,1km/h,1470,492,1688952392198,,
332,22,Car_7,11km/h,715,240,1688952392198,,
333,23,Motorcycle,1km/h,1242,565,1688952392198,,
334,24,Motorcycle,25km/h,1344,177,1688952392198,,
335,25,Car_7,39km/h,549,380,1688952392198,,
336,1,Car_7,4km/h,1434,277,1688952392232,,
337,3,Motorcycle,2km/h,1283,445,1688952392232,,
338,4,Car_7,2km/h,1533,239,1688952392232,,
339,5,Car_7,3km/h,1535,227,1688952392232,,
340,6,Car_7,3km/h,1574,316,1688952392232,,
341,7,Car_7,2km/h,1659,301,1688952392232,,
342,8,Motorcycle,1km/h,1582,388,1688952392232,,
343,9,Car_7,4km/h,167,227,1688952392232,,
344,10,Car_7,3km/h,1323,335,1688952392232,,
345,11,Car_7,3km/h,1470,404,1688952392232,,
346,13,Motorcycle,0km/h,1530,436,1688952392232,,
347,14,Motorcycle,4km/h,1028,520,1688952392232,,
348,15,Motorcycle,5km/h,953,482,1688952392232,,
349,16,Motorcycle,10km/h,751,932,1688952392232,,
350,17,Motorcycle,1km/h,1151,430,1688952392232,,
351,18,Motorcycle,1km/h,1362,581,1688952392232,,
352,19,Motorcycle,1km/h,1049,789,1688952392232,,
353,20,Car_more_7,0km/h,1293,339,1688952392232,,
354,21,Motorcycle,1km/h,1470,492,1688952392232,,
355,22,Car_7,11km/h,716,240,1688952392232,,
356,23,Motorcycle,1km/h,1242,565,1688952392232,,
357,24,Motorcycle,28km/h,1353,176,1688952392232,,
358,25,Car_7,41km/h,556,377,1688952392232,,
359,1,Car_7,4km/h,1435,277,1688952392265,,
360,3,Motorcycle,2km/h,1283,445,1688952392265,,
361,4,Car_7,2km/h,1533,239,1688952392265,,
362,5,Car_7,3km/h,1535,227,1688952392265,,
363,6,Car_7,2km/h,1574,316,1688952392265,,
364,7,Car_7,2km/h,1659,301,1688952392265,,
365,8,Motorcycle,1km/h,1582,388,1688952392265,,
366,9,Car_7,5km/h,168,228,1688952392265,,
367,10,Car_7,2km/h,1323,335,1688952392265,,
368,11,Car_7,2km/h,1470,404,1688952392265,,
369,13,Motorcycle,0km/h,1530,436,1688952392265,,
370,14,Motorcycle,3km/h,1028,520,1688952392265,,
371,15,Motorcycle,4km/h,953,482,1688952392265,,
372,16,Motorcycle,10km/h,753,931,1688952392265,,
373,17,Motorcycle,1km/h,1151,430,1688952392265,,
374,18,Motorcycle,1km/h,1362,581,1688952392265,,
375,19,Motorcycle,1km/h,1049,789,1688952392265,,
376,20,Car_more_7,0km/h,1293,339,1688952392265,,
377,21,Motorcycle,1km/h,1470,492,1688952392265,,
378,22,Car_7,10km/h,716,240,1688952392265,,
379,23,Motorcycle,1km/h,1242,565,1688952392265,,
380,24,Motorcycle,27km/h,1355,175,1688952392265,,
381,25,Car_7,39km/h,560,376,1688952392265,,
382,1,Car_7,4km/h,1434,277,1688952392298,,
383,2,Car_7,,1350,331,1688952392298,,
384,3,Motorcycle,2km/h,1283,443,1688952392298,,
385,4,Car_7,2km/h,1533,239,1688952392298,,
386,5,Car_7,5km/h,1539,226,1688952392298,,
387,6,Car_7,3km/h,1575,315,1688952392298,,
388,7,Car_7,2km/h,1659,301,1688952392298,,
389,8,Motorcycle,1km/h,1582,388,1688952392298,,
390,9,Car_7,5km/h,167,230,1688952392298,,
391,10,Car_7,2km/h,1323,335,1688952392298,,
392,11,Car_7,3km/h,1470,405,1688952392298,,
393,13,Motorcycle,1km/h,1530,435,1688952392298,,
394,14,Motorcycle,4km/h,1027,519,1688952392298,,
395,15,Motorcycle,5km/h,954,483,1688952392298,,
396,16,Motorcycle,11km/h,754,933,1688952392298,,
397,17,Motorcycle,1km/h,1151,430,1688952392298,,
398,18,Motorcycle,1km/h,1362,581,1688952392298,,
399,19,Motorcycle,1km/h,1049,789,1688952392298,,
400,20,Car_more_7,0km/h,1293,338,1688952392298,,
401,21,Motorcycle,1km/h,1469,492,1688952392298,,
402,22,Car_7,10km/h,717,240,1688952392298,,
403,23,Motorcycle,1km/h,1242,565,1688952392298,,
404,24,Motorcycle,29km/h,1362,174,1688952392298,,
405,25,Car_7,39km/h,562,371,1688952392298,,
406,26,Car_7,,1729,201,1688952392298,,
407,27,Car_7,,648,354,1688952392298,,
408,1,Car_7,5km/h,1435,278,1688952392332,,
409,2,Car_7,6km/h,1349,331,1688952392332,,
410,3,Motorcycle,2km/h,1283,443,1688952392332,,
411,4,Car_7,2km/h,1533,239,1688952392332,,
412,5,Car_7,5km/h,1540,226,1688952392332,,
413,6,Car_7,3km/h,1574,315,1688952392332,,
414,7,Car_7,1km/h,1659,301,1688952392332,,
415,8,Motorcycle,1km/h,1582,388,1688952392332,,
416,9,Car_7,5km/h,166,230,1688952392332,,
417,10,Car_7,2km/h,1322,335,1688952392332,,
418,11,Car_7,3km/h,1471,405,1688952392332,,
419,13,Motorcycle,1km/h,1530,436,1688952392332,,
420,14,Motorcycle,4km/h,1027,518,1688952392332,,
421,15,Motorcycle,4km/h,954,483,1688952392332,,
422,16,Motorcycle,10km/h,753,932,1688952392332,,
423,17,Motorcycle,1km/h,1151,430,1688952392332,,
424,18,Motorcycle,1km/h,1362,581,1688952392332,,
425,19,Motorcycle,1km/h,1049,789,1688952392332,,
426,20,Car_more_7,0km/h,1293,338,1688952392332,,
427,21,Motorcycle,1km/h,1469,492,1688952392332,,
428,22,Car_7,9km/h,717,240,1688952392332,,
