number,id,name,speed,positionX,positionY,timestamp,lane,in,out,left_id,front_id,right_id,back_id,left_distance,front_distance,right_distance,back_distance
603,10,traffic light,3km/h,310,317,1688833123345
604,11,traffic light,3km/h,1036,74,1688833123345
605,26,car,,729,445,1688833123345
606,34,traffic light,3km/h,1259,376,1688833123345
607,44,car,15km/h,640,402,1688833123345
608,49,car,30km/h,51,538,1688833123345
609,5,person,11km/h,1061,570,1688833123379
610,6,bicycle,2km/h,1058,600,1688833123379
611,7,traffic light,0km/h,587,323,1688833123379
612,9,car,1km/h,1238,518,1688833123379
613,10,traffic light,3km/h,310,317,1688833123379
614,11,traffic light,3km/h,1037,74,1688833123379
615,26,car,13km/h,727,445,1688833123379
616,44,car,7km/h,640,402,1688833123379
617,49,car,32km/h,46,536,1688833123379
618,5,person,11km/h,1061,570,1688833123412
619,6,bicycle,2km/h,1058,600,1688833123412
620,7,traffic light,0km/h,587,323,1688833123412
621,9,car,1km/h,1238,518,1688833123412
622,10,traffic light,3km/h,310,317,1688833123412
623,11,traffic light,3km/h,1037,74,1688833123412
624,26,car,18km/h,725,448,1688833123412
625,33,traffic light,,855,283,1688833123412
626,44,car,8km/h,641,403,1688833123412
627,49,car,30km/h,42,535,1688833123412
628,5,person,11km/h,1061,570,1688833123445
629,6,bicycle,2km/h,1058,600,1688833123445
630,7,traffic light,0km/h,587,323,1688833123445
631,9,car,1km/h,1238,518,1688833123445
632,10,traffic light,3km/h,310,316,1688833123445
633,11,traffic light,3km/h,1037,74,1688833123445
634,26,car,19km/h,722,449,1688833123445
635,33,traffic light,6km/h,855,284,1688833123445
636,44,car,6km/h,641,403,1688833123445
637,5,person,10km/h,1061,570,1688833123479
638,6,bicycle,2km/h,1057,600,1688833123479
639,7,traffic light,0km/h,587,323,1688833123479
640,9,car,1km/h,1238,519,1688833123479
641,10,traffic light,3km/h,310,317,1688833123479
642,11,traffic light,3km/h,1036,75,1688833123479
643,26,car,18km/h,720,450,1688833123479
644,33,traffic light,7km/h,854,283,1688833123479
645,44,car,4km/h,641,403,1688833123479
646,5,person,10km/h,1060,570,1688833123512
647,6,bicycle,2km/h,1057,601,1688833123512
648,7,traffic light,0km/h,587,323,1688833123512
649,9,car,1km/h,1239,519,1688833123512
650,10,traffic light,3km/h,310,317,1688833123512
651,11,traffic light,3km/h,1037,75,1688833123512
652,26,car,17km/h,722,451,1688833123512
653,33,traffic light,7km/h,855,283,1688833123512
654,44,car,6km/h,639,403,1688833123512
655,5,person,10km/h,1059,570,1688833123545
656,6,bicycle,2km/h,1057,600,1688833123545
657,7,traffic light,0km/h,586,323,1688833123545
658,9,car,1km/h,1239,519,1688833123545
659,10,traffic light,3km/h,310,319,1688833123545
660,11,traffic light,3km/h,1037,75,1688833123545
661,26,car,20km/h,717,451,1688833123545
662,33,traffic light,5km/h,855,283,1688833123545
663,44,car,6km/h,638,403,1688833123545
664,5,person,10km/h,1058,570,1688833123579
665,6,bicycle,2km/h,1057,600,1688833123579
666,7,traffic light,0km/h,586,323,1688833123579
667,9,car,1km/h,1239,518,1688833123579
668,10,traffic light,3km/h,310,319,1688833123579
669,11,traffic light,3km/h,1036,75,1688833123579
670,26,car,27km/h,706,452,1688833123579
671,33,traffic light,4km/h,855,283,1688833123579
672,44,car,6km/h,637,404,1688833123579
673,5,person,10km/h,1058,570,1688833123612
674,6,bicycle,2km/h,1057,600,1688833123612
675,7,traffic light,1km/h,587,323,1688833123612
676,9,car,1km/h,1239,518,1688833123612
677,10,traffic light,3km/h,310,317,1688833123612
678,11,traffic light,3km/h,1038,75,1688833123612
679,26,car,30km/h,699,454,1688833123612
680,33,traffic light,4km/h,855,284,1688833123612
681,44,car,7km/h,635,403,1688833123612
682,5,person,10km/h,1059,570,1688833123645
683,6,bicycle,2km/h,1057,600,1688833123645
684,7,traffic light,1km/h,587,323,1688833123645
685,9,car,1km/h,1239,518,1688833123645
686,10,traffic light,3km/h,310,317,1688833123645
687,11,traffic light,3km/h,1037,75,1688833123645
688,26,car,29km/h,696,456,1688833123645
689,33,traffic light,3km/h,855,284,1688833123645
690,44,car,7km/h,635,402,1688833123645
691,55,car,,555,398,1688833123645
692,5,person,10km/h,1059,569,1688833123679
693,6,bicycle,2km/h,1057,600,1688833123679
694,7,traffic light,1km/h,587,323,1688833123679
695,9,car,1km/h,1239,519,1688833123679
696,10,traffic light,3km/h,310,317,1688833123679
697,11,traffic light,3km/h,1037,75,1688833123679
698,26,car,28km/h,693,456,1688833123679
699,33,traffic light,3km/h,855,284,1688833123679
700,34,traffic light,,1260,373,1688833123679
701,44,car,7km/h,635,401,1688833123679
702,55,car,13km/h,557,398,1688833123679
703,5,person,10km/h,1059,569,1688833123712
704,6,bicycle,2km/h,1058,601,1688833123712
705,7,traffic light,1km/h,587,323,1688833123712
706,9,car,1km/h,1239,519,1688833123712
707,10,traffic light,3km/h,310,316,1688833123712
708,11,traffic light,3km/h,1037,75,1688833123712
709,26,car,27km/h,691,458,1688833123712
710,33,traffic light,3km/h,855,283,1688833123712
711,34,traffic light,6km/h,1260,372,1688833123712
712,44,car,6km/h,635,401,1688833123712
713,55,car,6km/h,557,398,1688833123712
714,5,person,10km/h,1060,570,1688833123745
715,6,bicycle,2km/h,1058,602,1688833123745
716,7,traffic light,0km/h,587,323,1688833123745
717,9,car,1km/h,1239,519,1688833123745
718,10,traffic light,3km/h,310,315,1688833123745
719,11,traffic light,3km/h,1037,75,1688833123745
720,26,car,27km/h,687,458,1688833123745
721,33,traffic light,3km/h,855,283,1688833123745
722,44,car,6km/h,635,401,1688833123745
723,55,car,8km/h,559,398,1688833123745
724,5,person,10km/h,1061,570,1688833123779
725,6,bicycle,2km/h,1059,602,1688833123779
726,7,traffic light,0km/h,587,323,1688833123779
727,9,car,1km/h,1239,518,1688833123779
728,10,traffic light,3km/h,311,315,1688833123779
729,11,traffic light,3km/h,1036,75,1688833123779
730,26,car,26km/h,685,459,1688833123779
731,34,traffic light,,1259,372,1688833123779
732,55,car,11km/h,562,398,1688833123779
733,5,person,10km/h,1060,570,1688833123812
734,6,bicycle,3km/h,1058,603,1688833123812
735,7,traffic light,0km/h,587,323,1688833123812
736,9,car,1km/h,1239,518,1688833123812
737,10,traffic light,3km/h,310,314,1688833123812
738,11,traffic light,3km/h,1036,76,1688833123812
739,26,car,26km/h,682,461,1688833123812
740,34,traffic light,0km/h,1259,372,1688833123812
741,55,car,11km/h,561,399,1688833123812
742,5,person,9km/h,1060,570,1688833123845
743,6,bicycle,3km/h,1059,602,1688833123845
744,7,traffic light,0km/h,587,323,1688833123845
745,9,car,1km/h,1239,517,1688833123845
746,10,traffic light,3km/h,311,315,1688833123845
747,11,traffic light,3km/h,1036,75,1688833123845
748,26,car,26km/h,680,464,1688833123845
749,34,traffic light,6km/h,1259,374,1688833123845
750,55,car,10km/h,562,399,1688833123845
751,5,person,9km/h,1060,570,1688833123879
752,6,bicycle,3km/h,1059,602,1688833123879
753,7,traffic light,0km/h,587,323,1688833123879
754,9,car,1km/h,1239,517,1688833123879
755,10,traffic light,3km/h,311,315,1688833123879
756,11,traffic light,3km/h,1036,75,1688833123879
757,26,car,26km/h,677,464,1688833123879
758,34,traffic light,6km/h,1260,374,1688833123879
759,55,car,10km/h,563,400,1688833123879
760,5,person,9km/h,1059,571,1688833123912
761,6,bicycle,3km/h,1059,602,1688833123912
762,7,traffic light,1km/h,586,323,1688833123912
763,9,car,1km/h,1239,517,1688833123912
764,10,traffic light,3km/h,311,315,1688833123912
765,11,traffic light,3km/h,1036,75,1688833123912
766,26,car,25km/h,675,465,1688833123912
767,34,traffic light,4km/h,1260,374,1688833123912
768,55,car,9km/h,564,400,1688833123912
769,5,person,9km/h,1060,571,1688833123945
770,6,bicycle,3km/h,1059,600,1688833123945
771,7,traffic light,1km/h,587,323,1688833123945
772,9,car,1km/h,1239,517,1688833123945
773,10,traffic light,3km/h,310,316,1688833123945
774,11,traffic light,3km/h,1036,74,1688833123945
775,26,car,25km/h,672,466,1688833123945
776,34,traffic light,5km/h,1259,373,1688833123945
777,5,person,9km/h,1059,571,1688833123979
778,6,bicycle,3km/h,1059,601,1688833123979
779,7,traffic light,1km/h,587,323,1688833123979
780,9,car,1km/h,1239,518,1688833123979
781,10,traffic light,3km/h,310,316,1688833123979
782,11,traffic light,3km/h,1036,74,1688833123979
783,26,car,25km/h,668,467,1688833123979
784,34,traffic light,4km/h,1259,373,1688833123979
785,5,person,9km/h,1059,571,1688833124012
786,6,bicycle,3km/h,1058,601,1688833124012
787,7,traffic light,1km/h,587,323,1688833124012
788,9,car,1km/h,1239,518,1688833124012
789,10,traffic light,3km/h,311,316,1688833124012
790,11,traffic light,3km/h,1036,74,1688833124012
791,26,car,25km/h,665,468,1688833124012
792,5,person,9km/h,1059,571,1688833124045
793,6,bicycle,3km/h,1059,601,1688833124045
794,7,traffic light,1km/h,587,323,1688833124045
795,9,car,1km/h,1239,518,1688833124045
796,10,traffic light,3km/h,310,316,1688833124045
797,11,traffic light,3km/h,1036,74,1688833124045
798,26,car,25km/h,662,470,1688833124045
799,34,traffic light,,1259,373,1688833124045
800,5,person,9km/h,1060,571,1688833124079
801,6,bicycle,3km/h,1059,601,1688833124079
802,7,traffic light,1km/h,587,323,1688833124079
803,9,car,1km/h,1239,518,1688833124079
804,10,traffic light,3km/h,310,316,1688833124079
805,11,traffic light,3km/h,1036,74,1688833124079
806,26,car,24km/h,659,471,1688833124079
807,34,traffic light,6km/h,1260,373,1688833124079
808,5,person,9km/h,1060,571,1688833124112
809,6,bicycle,3km/h,1059,601,1688833124112
810,7,traffic light,1km/h,587,323,1688833124112
811,9,car,1km/h,1239,518,1688833124112
812,10,traffic light,3km/h,310,317,1688833124112
813,11,traffic light,3km/h,1037,74,1688833124112
814,26,car,24km/h,655,471,1688833124112
815,34,traffic light,3km/h,1260,373,1688833124112
816,5,person,9km/h,1059,571,1688833124145
817,6,bicycle,3km/h,1059,601,1688833124145
818,7,traffic light,1km/h,587,322,1688833124145
819,9,car,1km/h,1239,518,1688833124145
820,10,traffic light,3km/h,310,319,1688833124145
821,11,traffic light,3km/h,1036,73,1688833124145
822,26,car,25km/h,651,472,1688833124145
823,34,traffic light,4km/h,1259,373,1688833124145
824,5,person,9km/h,1059,571,1688833124179
825,6,bicycle,3km/h,1059,601,1688833124179
826,7,traffic light,1km/h,587,322,1688833124179
827,9,car,1km/h,1239,518,1688833124179
828,10,traffic light,3km/h,310,319,1688833124179
829,11,traffic light,3km/h,1036,73,1688833124179
830,26,car,25km/h,646,474,1688833124179
831,34,traffic light,3km/h,1259,373,1688833124179
832,5,person,9km/h,1059,571,1688833124212
833,6,bicycle,3km/h,1059,599,1688833124212
834,7,traffic light,1km/h,587,322,1688833124212
835,9,car,1km/h,1239,518,1688833124212
836,10,traffic light,3km/h,310,319,1688833124212
837,11,traffic light,3km/h,1036,73,1688833124212
838,26,car,25km/h,642,476,1688833124212
839,5,person,8km/h,1060,571,1688833124245
840,6,bicycle,3km/h,1059,599,1688833124245
841,7,traffic light,1km/h,587,322,1688833124245
842,9,car,1km/h,1239,518,1688833124245
843,10,traffic light,3km/h,310,318,1688833124245
844,11,traffic light,3km/h,1036,74,1688833124245
845,26,car,25km/h,638,478,1688833124245
846,34,traffic light,,1259,373,1688833124245
847,5,person,8km/h,1060,571,1688833124279
848,6,bicycle,3km/h,1060,601,1688833124279
849,7,traffic light,1km/h,587,322,1688833124279
850,9,car,1km/h,1240,518,1688833124279
851,10,traffic light,3km/h,310,318,1688833124279
852,11,traffic light,3km/h,1036,74,1688833124279
853,26,car,26km/h,633,480,1688833124279
854,34,traffic light,0km/h,1259,373,1688833124279
855,5,person,8km/h,1060,571,1688833124312
856,6,bicycle,3km/h,1060,601,1688833124312
857,7,traffic light,1km/h,587,321,1688833124312
858,9,car,1km/h,1240,517,1688833124312
859,10,traffic light,3km/h,310,319,1688833124312
860,11,traffic light,3km/h,1036,75,1688833124312
861,26,car,26km/h,627,482,1688833124312
862,33,traffic light,,853,283,1688833124312
863,5,person,8km/h,1060,570,1688833124345
864,6,bicycle,3km/h,1058,600,1688833124345
865,7,traffic light,1km/h,587,321,1688833124345
866,9,car,1km/h,1239,517,1688833124345
867,10,traffic light,3km/h,310,319,1688833124345
868,11,traffic light,3km/h,1036,75,1688833124345
869,26,car,27km/h,619,484,1688833124345
870,33,traffic light,15km/h,855,284,1688833124345
871,5,person,8km/h,1060,570,1688833124379
872,6,bicycle,3km/h,1060,601,1688833124379
873,7,traffic light,1km/h,587,321,1688833124379
874,9,car,1km/h,1240,517,1688833124379
875,10,traffic light,3km/h,310,318,1688833124379
876,11,traffic light,3km/h,1035,76,1688833124379
877,26,car,28km/h,614,487,1688833124379
878,33,traffic light,10km/h,854,284,1688833124379
879,5,person,8km/h,1060,570,1688833124412
880,6,bicycle,3km/h,1060,601,1688833124412
881,7,traffic light,1km/h,587,321,1688833124412
882,9,car,1km/h,1240,517,1688833124412
883,10,traffic light,3km/h,310,318,1688833124412
884,11,traffic light,3km/h,1036,76,1688833124412
885,26,car,28km/h,607,488,1688833124412
886,33,traffic light,7km/h,854,284,1688833124412
887,5,person,8km/h,1060,570,1688833124445
888,6,bicycle,3km/h,1060,600,1688833124445
889,7,traffic light,1km/h,587,321,1688833124445
890,9,car,1km/h,1240,517,1688833124445
891,10,traffic light,3km/h,310,316,1688833124445
892,11,traffic light,3km/h,1035,76,1688833124445
893,26,car,29km/h,600,489,1688833124445
894,33,traffic light,5km/h,854,284,1688833124445
895,5,person,8km/h,1063,570,1688833124479
896,6,bicycle,3km/h,1060,601,1688833124479
897,7,traffic light,1km/h,587,324,1688833124479
898,9,car,1km/h,1240,518,1688833124479
899,10,traffic light,3km/h,310,318,1688833124479
900,11,traffic light,3km/h,1036,76,1688833124479
901,26,car,29km/h,594,490,1688833124479
902,33,traffic light,4km/h,854,284,1688833124479
903,59,car,,808,406,1688833124479
904,5,person,8km/h,1065,570,1688833124512
905,6,bicycle,3km/h,1060,601,1688833124512
906,7,traffic light,1km/h,587,323,1688833124512
907,9,car,1km/h,1240,517,1688833124512
908,10,traffic light,3km/h,310,316,1688833124512
909,11,traffic light,3km/h,1036,76,1688833124512
910,26,car,30km/h,586,491,1688833124512
911,33,traffic light,3km/h,854,284,1688833124512
912,59,car,54km/h,816,407,1688833124512
913,5,person,8km/h,1067,571,1688833124545
914,6,bicycle,3km/h,1061,601,1688833124545
915,7,traffic light,1km/h,587,323,1688833124545
916,9,car,1km/h,1240,517,1688833124545
917,10,traffic light,3km/h,310,316,1688833124545
918,11,traffic light,3km/h,1036,75,1688833124545
919,26,car,30km/h,580,495,1688833124545
920,33,traffic light,3km/h,854,283,1688833124545
921,59,car,60km/h,826,408,1688833124545
922,5,person,8km/h,1067,571,1688833124579
923,6,bicycle,3km/h,1060,601,1688833124579
924,7,traffic light,1km/h,587,324,1688833124579
925,9,car,2km/h,1240,518,1688833124579
926,10,traffic light,3km/h,310,317,1688833124579
927,11,traffic light,3km/h,1037,75,1688833124579
928,26,car,31km/h,574,498,1688833124579
929,33,traffic light,3km/h,854,283,1688833124579
930,59,car,70km/h,839,411,1688833124579
931,5,person,8km/h,1067,572,1688833124612
932,6,bicycle,3km/h,1060,600,1688833124612
933,7,traffic light,1km/h,587,324,1688833124612
934,9,car,1km/h,1240,518,1688833124612
935,10,traffic light,3km/h,310,316,1688833124612
936,11,traffic light,3km/h,1037,75,1688833124612
937,26,car,31km/h,566,500,1688833124612
938,33,traffic light,3km/h,855,283,1688833124612
939,59,car,69km/h,849,412,1688833124612
940,5,person,8km/h,1067,572,1688833124645
941,6,bicycle,3km/h,1060,600,1688833124645
942,7,traffic light,1km/h,587,324,1688833124645
943,9,car,1km/h,1240,518,1688833124645
944,10,traffic light,3km/h,310,315,1688833124645
945,11,traffic light,3km/h,1037,75,1688833124645
946,26,car,32km/h,559,501,1688833124645
947,33,traffic light,3km/h,855,283,1688833124645
948,59,car,70km/h,860,412,1688833124645
949,5,person,8km/h,1068,572,1688833124679
950,6,bicycle,3km/h,1060,600,1688833124679
951,7,traffic light,1km/h,587,324,1688833124679
952,9,car,1km/h,1240,518,1688833124679
953,10,traffic light,3km/h,310,314,1688833124679
954,11,traffic light,3km/h,1037,75,1688833124679
955,26,car,32km/h,551,503,1688833124679
956,33,traffic light,3km/h,855,283,1688833124679
957,59,car,74km/h,874,414,1688833124679
958,5,person,8km/h,1068,572,1688833124712
959,6,bicycle,3km/h,1059,600,1688833124712
960,7,traffic light,1km/h,587,323,1688833124712
961,9,car,1km/h,1240,518,1688833124712
962,10,traffic light,3km/h,310,314,1688833124712
963,11,traffic light,3km/h,1037,75,1688833124712
964,26,car,33km/h,541,505,1688833124712
965,33,traffic light,2km/h,855,283,1688833124712
966,59,car,78km/h,889,415,1688833124712
967,5,person,8km/h,1068,572,1688833124745
968,6,bicycle,3km/h,1060,600,1688833124745
969,7,traffic light,1km/h,587,323,1688833124745
970,9,car,1km/h,1240,517,1688833124745
971,10,traffic light,3km/h,310,314,1688833124745
972,11,traffic light,3km/h,1037,76,1688833124745
973,26,car,34km/h,533,507,1688833124745
974,33,traffic light,3km/h,854,283,1688833124745
975,59,car,81km/h,904,417,1688833124745
976,5,person,8km/h,1068,573,1688833124779
977,6,bicycle,3km/h,1060,600,1688833124779
978,9,car,1km/h,1240,517,1688833124779
979,10,traffic light,3km/h,310,314,1688833124779
980,11,traffic light,3km/h,1037,74,1688833124779
981,26,car,34km/h,523,509,1688833124779
982,33,traffic light,2km/h,854,283,1688833124779
983,34,traffic light,,1260,372,1688833124779
984,59,car,84km/h,920,419,1688833124779
985,5,person,8km/h,1068,572,1688833124812
986,6,bicycle,3km/h,1060,600,1688833124812
987,7,traffic light,,587,323,1688833124812
988,9,car,1km/h,1240,517,1688833124812
989,10,traffic light,3km/h,310,316,1688833124812
990,11,traffic light,3km/h,1038,74,1688833124812
991,26,car,35km/h,514,512,1688833124812
992,33,traffic light,3km/h,854,284,1688833124812
993,34,traffic light,0km/h,1260,372,1688833124812
994,59,car,85km/h,935,419,1688833124812
995,5,person,8km/h,1062,571,1688833124845
996,6,bicycle,3km/h,1060,600,1688833124845
997,7,traffic light,0km/h,587,323,1688833124845
998,9,car,1km/h,1239,517,1688833124845
999,10,traffic light,3km/h,310,317,1688833124845
1000,11,traffic light,3km/h,1036,74,1688833124845
1001,26,car,36km/h,504,515,1688833124845
1002,33,traffic light,2km/h,854,284,1688833124845
1003,44,car,,689,415,1688833124845
1004,59,car,89km/h,953,421,1688833124845
1005,5,person,8km/h,1065,571,1688833124879
1006,6,bicycle,3km/h,1061,600,1688833124879
1007,7,traffic light,3km/h,586,323,1688833124879
1008,9,car,2km/h,1238,517,1688833124879
1009,10,traffic light,3km/h,310,318,1688833124879
1010,11,traffic light,3km/h,1036,74,1688833124879
1011,26,car,36km/h,494,517,1688833124879
1012,34,traffic light,,1260,373,1688833124879
1013,44,car,6km/h,689,416,1688833124879
1014,59,car,91km/h,970,423,1688833124879
1015,5,person,8km/h,1065,570,1688833124912
1016,6,bicycle,3km/h,1061,600,1688833124912
1017,7,traffic light,4km/h,587,323,1688833124912
1018,9,car,2km/h,1239,517,1688833124912
1019,10,traffic light,3km/h,310,318,1688833124912
1020,11,traffic light,3km/h,1037,74,1688833124912
1021,26,car,37km/h,483,518,1688833124912
1022,34,traffic light,0km/h,1260,373,1688833124912
1023,44,car,6km/h,689,417,1688833124912
1024,59,car,94km/h,989,425,1688833124912
1025,5,person,8km/h,1065,570,1688833124945
1026,6,bicycle,3km/h,1061,599,1688833124945
1027,7,traffic light,6km/h,587,325,1688833124945
1028,9,car,2km/h,1238,517,1688833124945
1029,10,traffic light,3km/h,310,318,1688833124945
1030,11,traffic light,3km/h,1037,74,1688833124945
1031,26,car,38km/h,473,520,1688833124945
1032,44,car,7km/h,690,418,1688833124945
1033,59,car,95km/h,1005,426,1688833124945
1034,5,person,8km/h,1066,569,1688833124979
1035,6,bicycle,3km/h,1061,600,1688833124979
1036,7,traffic light,7km/h,587,323,1688833124979
1037,9,car,2km/h,1239,517,1688833124979
1038,10,traffic light,3km/h,310,317,1688833124979
1039,11,traffic light,3km/h,1038,74,1688833124979
1040,26,car,38km/h,463,522,1688833124979
1041,34,traffic light,,1260,373,1688833124979
1042,44,car,6km/h,691,418,1688833124979
1043,59,car,96km/h,1022,428,1688833124979
1044,5,person,8km/h,1063,569,1688833125012
1045,6,bicycle,3km/h,1061,600,1688833125012
1046,7,traffic light,8km/h,587,321,1688833125012
1047,9,car,2km/h,1239,518,1688833125012
1048,10,traffic light,3km/h,311,317,1688833125012
1049,11,traffic light,3km/h,1037,75,1688833125012
1050,26,car,39km/h,452,524,1688833125012
1051,34,traffic light,0km/h,1260,373,1688833125012
1052,44,car,6km/h,691,419,1688833125012
1053,59,car,96km/h,1036,428,1688833125012
1054,5,person,8km/h,1064,570,1688833125045
1055,6,bicycle,3km/h,1061,600,1688833125045
1056,7,traffic light,8km/h,586,322,1688833125045
1057,9,car,2km/h,1238,518,1688833125045
1058,10,traffic light,3km/h,311,317,1688833125045
1059,11,traffic light,3km/h,1037,75,1688833125045
1060,26,car,40km/h,440,526,1688833125045
1061,34,traffic light,4km/h,1259,372,1688833125045
1062,42,car,,632,397,1688833125045
1063,44,car,6km/h,691,420,1688833125045
1064,59,car,99km/h,1057,430,1688833125045
1065,64,car,,624,397,1688833125045
1066,5,person,8km/h,1062,570,1688833125079
1067,6,bicycle,3km/h,1061,600,1688833125079
1068,7,traffic light,7km/h,586,322,1688833125079
1069,9,car,2km/h,1239,518,1688833125079
1070,10,traffic light,3km/h,311,317,1688833125079
1071,11,traffic light,3km/h,1037,75,1688833125079
1072,26,car,41km/h,429,529,1688833125079
1073,34,traffic light,3km/h,1259,372,1688833125079
1074,42,car,6km/h,631,397,1688833125079
1075,44,car,5km/h,691,420,1688833125079
1076,59,car,98km/h,1070,431,1688833125079
1077,64,car,54km/h,616,398,1688833125079
1078,5,person,8km/h,1062,570,1688833125112
1079,6,bicycle,3km/h,1061,600,1688833125112
1080,7,traffic light,7km/h,587,322,1688833125112
1081,9,car,2km/h,1239,518,1688833125112
1082,10,traffic light,3km/h,310,317,1688833125112
1083,11,traffic light,3km/h,1037,75,1688833125112
1084,26,car,41km/h,418,532,1688833125112
1085,34,traffic light,3km/h,1259,371,1688833125112
1086,42,car,7km/h,630,398,1688833125112
1087,44,car,5km/h,692,420,1688833125112
1088,47,car,,619,398,1688833125112
1089,59,car,98km/h,1084,434,1688833125112
1090,64,car,50km/h,609,398,1688833125112
1091,5,person,8km/h,1061,569,1688833125145
1092,6,bicycle,3km/h,1061,599,1688833125145
1093,7,traffic light,6km/h,587,322,1688833125145
1094,9,car,2km/h,1239,517,1688833125145
1095,10,traffic light,3km/h,310,318,1688833125145
1096,11,traffic light,3km/h,1037,75,1688833125145
1097,26,car,42km/h,405,534,1688833125145
1098,42,car,8km/h,631,399,1688833125145
1099,44,car,6km/h,691,422,1688833125145
1100,47,car,70km/h,629,395,1688833125145
1101,59,car,100km/h,1104,437,1688833125145
1102,5,person,8km/h,1062,570,1688833125179
1103,6,bicycle,3km/h,1061,599,1688833125179
1104,7,traffic light,6km/h,587,322,1688833125179
1105,9,car,2km/h,1239,517,1688833125179
1106,10,traffic light,3km/h,311,319,1688833125179
1107,11,traffic light,3km/h,1037,76,1688833125179
1108,26,car,43km/h,393,536,1688833125179
1109,34,traffic light,,1259,371,1688833125179
1110,42,car,8km/h,632,400,1688833125179
1111,44,car,6km/h,692,422,1688833125179
1112,59,car,101km/h,1123,439,1688833125179
1113,5,person,8km/h,1061,570,1688833125212
1114,6,bicycle,3km/h,1061,599,1688833125212
1115,7,traffic light,6km/h,587,323,1688833125212
1116,9,car,2km/h,1239,517,1688833125212
1117,10,traffic light,3km/h,311,319,1688833125212
1118,11,traffic light,3km/h,1036,76,1688833125212
1119,26,car,44km/h,381,538,1688833125212
1120,34,traffic light,0km/h,1259,371,1688833125212
1121,42,car,8km/h,633,401,1688833125212
1122,44,car,6km/h,692,422,1688833125212
1123,47,car,,621,398,1688833125212
1124,59,car,102km/h,1140,438,1688833125212
1125,66,car,,1141,437,1688833125212
1126,5,person,8km/h,1061,570,1688833125245
1127,6,bicycle,3km/h,1060,599,1688833125245
1128,7,traffic light,5km/h,587,323,1688833125245
1129,9,car,2km/h,1239,518,1688833125245
1130,10,traffic light,3km/h,311,320,1688833125245
1131,11,traffic light,3km/h,1036,75,1688833125245
1132,26,car,44km/h,369,540,1688833125245
1133,42,car,8km/h,634,401,1688833125245
1134,44,car,6km/h,692,423,1688833125245
1135,47,car,6km/h,622,398,1688833125245
1136,59,car,103km/h,1159,438,1688833125245
1137,66,car,114km/h,1158,438,1688833125245
1138,5,person,8km/h,1059,569,1688833125279
1139,6,bicycle,3km/h,1059,600,1688833125279
1140,7,traffic light,5km/h,587,324,1688833125279
1141,9,car,2km/h,1239,517,1688833125279
1142,10,traffic light,3km/h,311,321,1688833125279
1143,11,traffic light,3km/h,1036,75,1688833125279
1144,26,car,45km/h,356,541,1688833125279
1145,34,traffic light,,1259,372,1688833125279
1146,42,car,8km/h,636,401,1688833125279
1147,44,car,6km/h,692,424,1688833125279
1148,47,car,7km/h,623,399,1688833125279
1149,59,car,104km/h,1180,441,1688833125279
1150,66,car,134km/h,1181,440,1688833125279
1151,5,person,8km/h,1059,569,1688833125312
1152,6,bicycle,3km/h,1059,600,1688833125312
1153,7,traffic light,5km/h,587,323,1688833125312
1154,9,car,2km/h,1239,517,1688833125312
1155,10,traffic light,3km/h,311,320,1688833125312
1156,11,traffic light,3km/h,1036,75,1688833125312
1157,26,car,46km/h,344,541,1688833125312
1158,34,traffic light,6km/h,1259,371,1688833125312
1159,42,car,7km/h,636,401,1688833125312
1160,44,car,5km/h,692,424,1688833125312
1161,47,car,9km/h,625,399,1688833125312
1162,59,car,104km/h,1196,442,1688833125312
1163,66,car,132km/h,1200,440,1688833125312
1164,5,person,8km/h,1062,570,1688833125345
1165,6,bicycle,3km/h,1059,601,1688833125345
1166,7,traffic light,5km/h,586,322,1688833125345
1167,9,car,2km/h,1239,517,1688833125345
1168,10,traffic light,3km/h,311,321,1688833125345
1169,11,traffic light,3km/h,1036,75,1688833125345
1170,26,car,46km/h,330,542,1688833125345
1171,34,traffic light,6km/h,1259,372,1688833125345
1172,42,car,7km/h,637,401,1688833125345
1173,44,car,5km/h,693,424,1688833125345
1174,47,car,12km/h,628,400,1688833125345
1175,66,car,127km/h,1217,441,1688833125345
1176,5,person,8km/h,1065,570,1688833125379
1177,6,bicycle,3km/h,1059,601,1688833125379
1178,7,traffic light,5km/h,587,322,1688833125379
1179,9,car,2km/h,1239,517,1688833125379
1180,10,traffic light,3km/h,311,321,1688833125379
1181,11,traffic light,3km/h,1036,76,1688833125379
1182,26,car,47km/h,315,543,1688833125379
1183,34,traffic light,8km/h,1259,374,1688833125379
1184,42,car,7km/h,638,400,1688833125379
1185,44,car,5km/h,693,425,1688833125379
1186,47,car,12km/h,630,401,1688833125379
1187,5,person,8km/h,1064,570,1688833125412
1188,6,bicycle,3km/h,1060,601,1688833125412
1189,7,traffic light,5km/h,587,322,1688833125412
1190,9,car,2km/h,1239,517,1688833125412
1191,10,traffic light,3km/h,311,322,1688833125412
1192,11,traffic light,3km/h,1035,76,1688833125412
1193,26,car,48km/h,302,545,1688833125412
1194,34,traffic light,6km/h,1259,374,1688833125412
1195,42,car,7km/h,639,400,1688833125412
1196,44,car,5km/h,692,426,1688833125412
1197,47,car,11km/h,631,401,1688833125412
1198,5,person,8km/h,1064,570,1688833125445
1199,6,bicycle,3km/h,1060,601,1688833125445
1200,7,traffic light,5km/h,587,321,1688833125445
1201,9,car,2km/h,1240,517,1688833125445
